loan_id,customer_id,loan_type,loan_amount,interest_rate,start_date,end_date,loan_status
842,822,Home,3184865.22,6.4,07-09-23,07-09-34,Active
843,783,Home,1296561.7,13.48,19-11-08,19-11-11,Default
844,2126,Car,2049443.68,5.38,08-01-21,08-01-29,Default
845,2161,Education,4750633.74,7.82,01-01-23,01-01-40,Active
846,2948,Home,1034856.06,8.43,24-10-09,24-10-11,Closed
847,3398,Home,3465094.67,5.65,18-05-20,18-05-30,Active
848,1881,Education,2042913.22,12.98,27-11-24,27-11-30,Active
849,1475,Personal,1032968.83,10.66,01-11-23,01-11-40,Default
850,4465,Home,1843801.8,8.1,06-11-10,06-11-27,Closed
851,899,Car,2511744.07,8.13,26-07-16,26-07-20,Closed
852,1882,Personal,4066245.88,5.16,20-05-23,20-05-25,Closed
853,3610,Personal,2964678.27,11.91,08-12-22,08-12-38,Closed
854,2765,Car,2660033.43,12.95,27-08-24,27-08-33,Default
855,95,Personal,992198.91,13.96,09-09-18,09-09-32,Default
856,4034,Home,2385352.99,13.55,17-07-21,17-07-39,Closed
857,1779,Education,4685349.95,5.22,08-01-23,08-01-43,Closed
858,2052,Car,691303.78,6.15,06-09-20,06-09-36,Active
859,3206,Education,2684653.79,8.73,06-03-11,06-03-21,Closed
860,4668,Home,3579050.5,9.18,04-05-21,04-05-30,Default
861,181,Home,2667136.47,8.44,17-05-24,17-05-29,Closed
862,4576,Education,489387.36,11.18,18-07-24,18-07-40,Closed
863,1341,Personal,495508.22,10.36,06-07-17,06-07-32,Closed
864,4749,Personal,3604309.8,6.35,30-10-22,30-10-27,Active
865,1400,Car,2846632.65,13.03,02-03-13,02-03-27,Default
866,3455,Home,2668322.37,11.57,09-05-22,09-05-23,Closed
867,2683,Personal,4440519.73,5.83,10-05-24,10-05-40,Default
868,2035,Education,4797661.61,12.71,20-06-13,20-06-27,Default
869,3775,Personal,2654969.61,5.98,02-03-18,02-03-30,Active
870,132,Car,2683504.65,10.74,27-12-24,27-12-26,Default
871,4852,Personal,1317836.09,11.94,11-03-24,11-03-33,Closed
872,4869,Home,2613326.8,11.08,16-04-21,16-04-30,Default
873,4572,Personal,4823943.19,10.44,09-06-09,09-06-22,Active
874,3768,Personal,4432805.59,5.95,05-10-24,05-10-44,Default
875,278,Education,2182701.18,6.03,28-06-24,28-06-39,Closed
876,4785,Car,2668394.07,6.39,24-12-19,24-12-31,Closed
877,1157,Personal,3525182.22,7.01,07-03-19,07-03-38,Active
878,3054,Education,1588500.35,12.92,15-03-21,15-03-30,Default
879,3703,Education,4513085.05,12.99,31-08-22,31-08-25,Active
880,3241,Personal,4117318.76,6,18-02-22,18-02-28,Active
881,1456,Home,3902197,13.93,23-02-16,23-02-17,Closed
882,1404,Personal,1643731.92,10.68,13-05-20,13-05-33,Default
883,107,Car,4352233.82,13.9,08-09-24,08-09-41,Default
884,4049,Personal,3567632.96,12.67,11-01-24,11-01-28,Default
885,294,Home,2307487.12,13.29,11-03-16,11-03-22,Active
886,4124,Home,2412665.91,7.1,02-10-24,02-10-41,Default
887,4029,Car,1623742.59,12.75,01-05-22,01-05-34,Active
888,1163,Home,1544221.19,8.12,04-11-17,04-11-31,Default
889,2794,Car,4496178.26,10.47,18-07-09,18-07-16,Active
890,2059,Personal,1772711.13,5.28,28-01-24,28-01-40,Active
891,401,Car,3569578.6,12.79,08-03-23,08-03-25,Closed
892,842,Home,4531948.93,7.33,21-10-23,21-10-37,Default
893,4664,Car,2666975.23,13.97,22-01-16,22-01-21,Active
894,2894,Home,910955.59,12.24,16-10-20,16-10-28,Closed
895,1601,Home,1572709.43,10.33,23-01-23,23-01-35,Active
896,2771,Education,4541730.79,11.56,25-04-20,25-04-25,Closed
897,4395,Education,2382919.76,8.26,08-07-15,08-07-28,Active
898,1596,Home,3475005.47,12.03,24-12-20,24-12-33,Closed
899,4134,Car,4649878.16,11.29,03-04-22,03-04-35,Default
900,3945,Personal,2841843.24,11.31,06-02-23,06-02-25,Closed
901,4361,Education,1952180.24,13.26,18-05-19,18-05-33,Active
902,3635,Personal,4749814.18,7.05,06-09-22,06-09-35,Active
903,829,Education,190329.76,12.81,16-03-15,16-03-24,Closed
904,1662,Education,337781.78,8.27,07-05-22,07-05-25,Closed
905,292,Home,3019735.85,8.12,24-11-22,24-11-26,Closed
906,906,Car,3311553.02,5.47,27-01-19,27-01-34,Closed
907,442,Home,3880954.37,9.85,14-06-22,14-06-37,Active
908,3952,Car,4738018.76,12.77,20-12-23,20-12-42,Closed
909,1085,Car,4069544.9,9.11,27-02-14,27-02-25,Closed
910,2893,Personal,4655591.71,9.57,25-06-23,25-06-24,Active
911,220,Home,340085.76,9.95,25-12-17,25-12-19,Closed
912,3655,Personal,4553227.64,9.66,27-02-11,27-02-14,Closed
913,4652,Education,4108447.77,7.62,31-03-13,31-03-29,Active
914,1279,Personal,913158.42,5.77,12-06-24,12-06-37,Active
915,1384,Car,4790359.06,9.05,12-10-23,12-10-35,Closed
916,1311,Personal,3182125.18,9.24,06-02-19,06-02-27,Default
917,2552,Education,2976749.32,12.12,20-01-09,20-01-17,Default
918,2605,Education,4109995.28,10.84,14-08-15,14-08-35,Active
919,4542,Home,4220664.32,13.74,18-03-22,18-03-36,Active
920,4532,Education,3438086.86,9.93,10-01-22,10-01-27,Closed
921,4600,Home,3193061.64,7.68,11-10-13,11-10-23,Default
922,637,Car,4160285.14,11.48,01-11-23,01-11-24,Closed
923,4918,Education,4479958.37,9.39,06-09-12,06-09-29,Closed
924,3269,Education,2778666.66,13.1,25-01-21,25-01-36,Active
925,1350,Education,1333422.27,5.44,05-02-23,05-02-28,Active
926,1611,Home,4566597.95,5.98,23-06-24,23-06-41,Default
927,1818,Car,429519.2,11.69,31-10-24,31-10-26,Closed
928,2711,Personal,3693563.19,6.36,27-04-21,27-04-28,Closed
929,1869,Personal,658374.61,12.44,19-10-12,19-10-29,Default
930,1357,Home,89833.93,12.37,01-12-12,01-12-21,Closed
931,2627,Car,1856917.03,11.66,24-08-21,24-08-32,Default
932,3995,Education,2170124.51,13.29,07-03-21,07-03-24,Active
933,3914,Car,2503054.98,5.2,05-08-11,05-08-17,Closed
934,2902,Education,3645124.77,11.47,06-03-07,06-03-09,Active
935,2342,Education,3615058.59,9.44,05-01-24,05-01-41,Closed
936,1724,Personal,259594.72,6.14,06-06-14,06-06-29,Closed
937,3687,Education,1382794.99,5.73,24-11-20,24-11-29,Closed
938,2334,Personal,2891404.62,13.68,22-09-24,22-09-33,Closed
939,500,Education,520348.94,11.49,11-05-19,11-05-26,Active
940,4410,Home,292944.71,6.79,10-03-21,10-03-31,Default
941,1210,Home,2145045.07,8.27,20-07-15,20-07-30,Closed
942,1454,Car,1126927.07,7.33,23-10-24,23-10-39,Default
943,3721,Home,3637510.81,10.79,15-02-24,15-02-41,Closed
944,3218,Education,3933332.53,12.05,13-11-24,13-11-31,Closed
945,134,Home,2293123.15,11.42,22-12-22,22-12-26,Closed
946,2614,Car,2932297.72,13.31,20-06-23,20-06-26,Default
947,4927,Car,1750926.45,9.3,01-05-16,01-05-19,Default
948,2671,Car,1358800.22,6.81,18-09-12,18-09-32,Closed
949,2260,Education,4364284.49,8.04,23-04-20,23-04-34,Closed
950,3391,Personal,177931.15,5.53,18-12-12,18-12-28,Default
951,719,Home,3694197.37,13.75,01-07-17,01-07-25,Default
952,2264,Personal,4113432.38,12.72,17-05-23,17-05-41,Closed
953,4276,Education,2984209.64,10.1,28-05-21,28-05-27,Closed
954,2355,Home,133188.82,8.12,15-05-24,15-05-41,Closed
955,1736,Home,520434.22,7.09,31-07-19,31-07-24,Active
956,1875,Home,2361644.07,12.74,20-05-20,20-05-29,Closed
957,4028,Education,193429.62,11.07,04-09-17,04-09-25,Closed
958,2882,Home,598709.25,10.74,11-01-20,11-01-38,Active
959,3060,Car,1784419.76,12.59,12-10-20,12-10-32,Closed
960,830,Education,606026.48,8.93,03-05-21,03-05-41,Active
961,4821,Car,3458209.51,8.12,21-09-17,21-09-33,Closed
962,699,Home,4148480.58,10.53,05-04-12,05-04-29,Active
963,186,Home,4609568.6,7.81,12-09-21,12-09-36,Closed
964,3353,Personal,1060534.3,6.17,21-09-21,21-09-24,Closed
965,3538,Education,736586.83,9.26,20-06-20,20-06-35,Default
966,2965,Car,3827176,12.83,02-01-22,02-01-31,Closed
967,81,Personal,4650648.19,12.13,26-12-24,26-12-26,Active
968,1794,Personal,2238162.96,9.19,26-02-23,26-02-35,Default
969,4628,Home,2624040.4,9.16,11-10-22,11-10-28,Active
970,618,Education,1853601.05,7.86,28-10-15,28-10-20,Closed
971,1939,Education,2604081.86,10.19,11-05-20,11-05-23,Active
972,2885,Personal,1949088.67,12.26,28-07-22,28-07-34,Default
973,2449,Home,3321368.06,6.54,14-06-24,14-06-34,Active
974,4932,Home,1937131.38,7.89,13-10-11,13-10-12,Active
975,1283,Education,2628748.65,13.18,22-07-16,22-07-31,Active
976,1046,Personal,507188.45,5.82,19-12-19,19-12-27,Default
977,2314,Personal,2584020.66,6.87,01-07-22,01-07-37,Closed
978,2531,Personal,3457643.82,13.5,21-12-07,21-12-25,Active
979,727,Home,4143161.52,12.66,07-08-20,07-08-30,Default
980,2210,Education,2170402.09,11.5,30-10-24,30-10-43,Default
981,4725,Home,3559353.49,7.43,11-11-13,11-11-29,Default
982,3975,Education,1028233.84,13.2,24-05-19,24-05-26,Active
983,2049,Home,373914.05,6.1,18-04-12,18-04-28,Closed
984,1078,Education,2537484.65,8.2,07-02-24,07-02-41,Closed
985,1837,Personal,2809289.81,6.55,07-12-24,07-12-31,Closed
986,2675,Personal,1096439.5,11.01,07-07-21,07-07-27,Closed
987,1371,Personal,636991.85,6.05,09-07-22,09-07-29,Closed
988,3252,Education,992966.4,5.36,11-10-24,11-10-26,Default
989,395,Personal,2121801.06,10.17,02-11-21,02-11-32,Active
990,2552,Education,2248639.81,12.94,12-03-20,12-03-21,Closed
991,866,Home,4279558.2,11.24,29-12-24,29-12-36,Active
992,3240,Home,3896586.55,6.6,25-07-20,25-07-33,Active
993,4164,Car,2981832.7,5.25,07-08-22,07-08-30,Active
994,3646,Home,1696179.1,12.48,25-04-21,25-04-39,Active
995,4791,Personal,1933291.05,8.39,09-08-05,09-08-08,Active
996,2690,Home,2380187.99,5.04,02-03-15,02-03-23,Default
997,2703,Home,2983505.15,9.2,20-10-22,20-10-29,Closed
998,3398,Home,936087.05,8.57,30-10-19,30-10-33,Active
999,251,Education,1583910.99,12.36,31-10-22,31-10-31,Active
1000,106,Home,2099255.75,12.38,22-04-22,22-04-37,Closed
1001,1915,Home,952992.26,11.17,23-05-23,23-05-25,Default
1002,2310,Car,3064311.86,7.89,27-12-22,27-12-34,Active
1003,1026,Education,190926.12,9.91,17-07-23,17-07-37,Closed
1004,3396,Car,511701.01,10.88,01-02-23,01-02-33,Closed
1005,4534,Home,4014841.2,11.37,25-01-10,25-01-13,Active
1006,2721,Personal,2480438.18,8.6,15-09-22,15-09-41,Default
1007,3959,Education,734971.23,5.91,26-06-17,26-06-18,Default
1008,3810,Car,4628539.13,13.7,31-10-22,31-10-25,Active
1009,2524,Education,1153741.34,12.38,04-12-17,04-12-23,Default
1010,4994,Car,3336452.63,9.38,09-07-24,09-07-39,Closed
1011,2353,Personal,567859.14,6.86,21-11-20,21-11-31,Active
1012,3861,Home,316147.3,7.64,19-10-24,19-10-40,Active
1013,3768,Car,3491286.51,7.63,25-02-20,25-02-37,Closed
1014,2659,Personal,949155.01,5.11,06-09-19,06-09-34,Default
1015,1368,Education,1661416.57,11.51,15-11-23,15-11-27,Default
1016,1819,Car,318374.27,9.36,31-08-22,31-08-33,Active
1017,3573,Car,4249877.03,13.3,02-04-17,02-04-29,Default
1018,268,Personal,3027423.55,9.33,13-05-18,13-05-20,Default
1019,282,Car,1991567.5,5,27-08-15,27-08-22,Active
1020,1627,Car,3981226.27,8.57,28-02-19,28-02-21,Default
1021,4924,Car,1688149.19,13.05,07-01-19,07-01-34,Closed
1022,3357,Education,2156722.36,7.36,26-10-24,26-10-34,Default
1023,3972,Personal,2402249.56,11.24,14-04-24,14-04-43,Closed
1024,3420,Home,1211514.33,6.39,22-07-21,22-07-40,Default
1025,3681,Personal,2142522.65,12.38,01-10-14,01-10-25,Default
1026,1190,Personal,633116.85,6.72,16-11-20,16-11-25,Active
1027,418,Personal,2777464.92,11.69,20-01-15,20-01-17,Default
1028,3447,Home,3783917.04,5.16,17-10-21,17-10-31,Default
1029,4075,Personal,4130610.94,8.4,06-06-14,06-06-24,Default
1030,3638,Personal,1557974.92,6.85,26-07-20,26-07-26,Default
1031,1493,Personal,3063212.47,7.99,19-01-22,19-01-36,Closed
1032,2129,Education,2955255.98,7.8,09-06-23,09-06-33,Closed
1033,1366,Personal,1683488.44,7.05,31-08-24,31-08-44,Active
1034,2475,Home,4249896.61,9.44,07-12-24,07-12-42,Closed
1035,3649,Personal,1630884.1,7.03,04-03-08,04-03-23,Closed
1036,3572,Personal,287486.7,8.26,18-01-13,18-01-32,Closed
1037,2967,Home,885064.64,12.9,03-09-23,03-09-26,Default
1038,2549,Personal,3848240.53,7.16,30-11-14,30-11-28,Default
1039,3018,Education,4124441.76,13.9,26-10-23,26-10-39,Active
1040,692,Education,771226.56,11.37,11-05-15,11-05-18,Closed
1041,28,Personal,4652773.63,10.58,23-03-11,23-03-19,Active
1042,4040,Education,2749109.6,10.25,01-06-24,01-06-26,Closed
1043,4881,Personal,3219347.13,8.95,07-05-22,07-05-31,Active
1044,1524,Personal,192782.91,6.91,23-06-09,23-06-11,Closed
1045,3715,Education,4575234.14,12.69,19-08-12,19-08-26,Active
1046,755,Education,4593508.29,11.54,23-05-24,23-05-36,Active
1047,4887,Car,4530807.31,10.53,24-06-22,24-06-26,Active
1048,150,Education,835707.95,11.59,06-02-22,06-02-27,Closed
1049,2676,Car,675387.98,6.27,11-03-11,11-03-30,Closed
1050,2486,Car,2383028.22,6.18,16-12-24,16-12-38,Closed
1051,3023,Education,1182038.05,13.67,23-10-18,23-10-22,Default
1052,2441,Car,91940.05,11.64,26-11-11,26-11-31,Closed
1053,3726,Personal,1791257.95,6.13,10-10-20,10-10-24,Active
1054,2824,Personal,4449588.27,8.6,22-08-14,22-08-21,Active
1055,1090,Home,4698830.06,13.44,30-03-21,30-03-28,Active
1056,3355,Personal,4110930.97,8.59,14-07-24,14-07-30,Default
1057,4934,Home,123987.74,7.92,29-04-19,29-04-21,Closed
1058,2246,Home,4426436.06,7.64,20-07-13,20-07-14,Default
1059,2413,Home,992530.86,9.42,10-12-20,10-12-37,Default
1060,2579,Home,514242.79,5.64,17-10-24,17-10-39,Closed
1061,2064,Personal,2087925.38,9.63,14-10-16,14-10-36,Active
1062,1538,Education,853202.12,5.56,13-01-23,13-01-29,Default
1063,1520,Personal,731296.41,8.8,06-01-17,06-01-30,Closed
1064,3664,Car,1544760.41,12.74,19-04-13,19-04-24,Default
1065,4489,Home,1115463.34,8.69,06-12-21,06-12-32,Default
1066,984,Home,2111209.62,13.41,27-01-21,27-01-29,Closed
1067,2699,Home,3492449.3,9.2,14-12-12,14-12-15,Closed
1068,1749,Personal,4624230.3,10.36,27-03-18,27-03-32,Closed
1069,2309,Personal,611933.41,12.39,13-03-23,13-03-30,Active
1070,1420,Home,60345.98,6.03,30-12-23,30-12-42,Default
1071,3452,Personal,4963704.57,13.21,12-03-23,12-03-24,Default
1072,3998,Car,1739114.75,5.76,09-05-24,09-05-41,Closed
1073,4166,Home,2633494.66,13.33,10-07-24,10-07-30,Default
1074,159,Personal,1575957.47,6.57,01-12-16,01-12-22,Active
1075,629,Education,1459843.25,9.75,14-05-24,14-05-27,Default
1076,4216,Home,1763214.65,12.51,28-05-21,28-05-32,Default
1077,2396,Home,4492104.29,12.92,23-03-24,23-03-43,Default
1078,2470,Home,2097905.66,8.97,28-12-20,28-12-38,Active
1079,3102,Car,4041903.82,8.42,17-10-22,17-10-26,Closed
1080,2331,Education,4572402.15,8.16,17-08-24,17-08-27,Default
1081,1888,Home,2734086.61,11.21,11-06-07,11-06-23,Default
1082,1914,Education,4183345.21,12.15,29-12-24,29-12-35,Closed
1083,993,Personal,4002467.4,8.41,23-07-15,23-07-34,Active
1084,2606,Personal,3051245.68,9.87,29-01-20,29-01-36,Default
1085,4329,Home,1502690.17,7.07,23-05-23,23-05-28,Closed
1086,326,Home,4273780.74,13.71,11-09-23,11-09-35,Closed
1087,694,Car,2705835.46,7.12,11-11-18,11-11-19,Active
1088,1498,Home,727627.22,13.71,19-03-13,19-03-17,Closed
1089,2867,Personal,1197099.86,7.59,15-08-16,15-08-34,Default
1090,2421,Car,2392672.18,13.99,09-10-24,09-10-32,Default
1091,4122,Education,2077564.68,8.03,26-03-13,26-03-15,Active
1092,2404,Personal,1012031.09,8.42,08-12-24,08-12-26,Active
1093,2068,Personal,3680798.66,10.2,29-05-24,29-05-37,Active
1094,4749,Home,1610161.32,8.76,09-01-15,09-01-35,Closed
1095,4701,Education,566368.13,9.64,04-01-17,04-01-33,Closed
1096,1737,Car,830886.42,10.81,17-07-20,17-07-35,Default
1097,4038,Education,1681925.93,10.44,29-12-16,29-12-19,Default
1098,2880,Car,2284383.36,6.58,11-09-14,11-09-23,Active
1099,1051,Education,981525.15,11.28,29-11-06,29-11-12,Default
1100,1714,Car,4219180.28,6.7,27-03-24,27-03-41,Closed
1101,2557,Car,4173335.36,5.13,14-05-24,14-05-44,Default
1102,2174,Education,3587659.47,6.31,05-01-15,05-01-28,Active
1103,4868,Car,3940682.82,5.06,08-11-23,08-11-37,Closed
1104,1834,Education,1857159.46,5.04,11-12-22,11-12-25,Closed
1105,2919,Car,3581606.31,9.8,26-09-19,26-09-21,Default
1106,4972,Home,2389405.81,5.48,21-08-18,21-08-33,Closed
1107,2314,Car,4086774.22,11.21,21-01-23,21-01-43,Default
1108,1433,Personal,3431154.25,10.4,02-06-14,02-06-25,Default
1109,3298,Education,248566.02,9.43,27-04-18,27-04-25,Default
1110,335,Education,4667944.84,8.23,01-10-20,01-10-35,Closed
1111,4133,Home,4022664.42,12.34,12-07-20,12-07-27,Default
1112,2017,Personal,2288967.05,6.72,12-04-19,12-04-27,Closed
1113,2748,Home,1436591.65,6.42,05-02-13,05-02-23,Closed
1114,4255,Home,4161239.83,11.81,07-04-17,07-04-21,Closed
1115,3571,Education,4749168.69,9,30-05-10,30-05-20,Default
1116,3261,Education,3489380.27,13.54,30-09-15,30-09-20,Closed
1117,3495,Education,1377517.63,6.55,25-09-18,25-09-35,Active
1118,3210,Car,1984556.72,10.77,28-02-18,28-02-37,Closed
1119,2786,Personal,3961453.96,10.69,04-02-22,04-02-26,Closed
1120,2438,Home,1279633.35,9.62,29-09-22,29-09-30,Closed
1121,5,Personal,868335.37,11.94,23-03-23,23-03-38,Closed
1122,3879,Car,3119972.65,9,07-11-19,07-11-29,Default
1123,925,Home,612340.49,10.99,15-11-21,15-11-22,Active
1124,3640,Personal,3910038.99,6.99,01-03-10,01-03-30,Closed
1125,4308,Education,380769.87,12.9,25-06-12,25-06-28,Closed
1126,4511,Personal,2685152.28,11.23,16-05-19,16-05-35,Active
1127,4693,Home,4080087.22,9.31,17-08-20,17-08-30,Active
1128,940,Home,3597417.45,10.75,10-12-23,10-12-38,Default
1129,2736,Home,4576003.93,10.9,23-07-12,23-07-16,Default
1130,4574,Education,2381514.03,12.59,29-07-20,29-07-28,Closed
1131,3892,Personal,2956107.46,5.11,17-08-20,17-08-40,Active
1132,133,Home,4576917.2,5.24,19-09-19,19-09-33,Default
1133,2762,Car,1839730.59,5.03,16-01-19,16-01-38,Default
1134,913,Car,3854003.58,12.25,21-09-14,21-09-17,Active
1135,3427,Car,3428632.77,9.28,03-04-21,03-04-24,Closed
1136,3759,Education,2769431.64,13.94,22-01-22,22-01-24,Active
1137,2589,Home,1600175.85,12.8,08-03-24,08-03-25,Closed
1138,507,Education,3727870.27,11.94,28-05-22,28-05-23,Active
1139,896,Personal,4130723.72,12.72,16-03-24,16-03-31,Closed
1140,3142,Home,1413002.53,8.8,05-02-23,05-02-31,Default
1141,3785,Personal,1972531.51,10.11,25-08-17,25-08-20,Default
1142,699,Home,1395470.89,6.86,07-01-07,07-01-26,Active
1143,70,Education,1752750.78,12.97,28-04-21,28-04-25,Active
1144,965,Education,3953371.16,12.84,07-08-22,07-08-27,Active
1145,1780,Home,764246.74,11.87,25-04-24,25-04-39,Closed
1146,2469,Car,1098423.32,10.87,07-11-24,07-11-31,Default
1147,3,Personal,1203490.88,10.26,02-04-24,02-04-28,Default
1148,2572,Personal,1084924.62,8.07,23-09-17,23-09-32,Closed
1149,380,Car,4117605.34,11.88,22-07-24,22-07-34,Closed
1150,2588,Personal,1749359.1,13.39,25-06-24,25-06-42,Active
1151,2249,Personal,3028980.68,13.35,02-09-23,02-09-42,Default
1152,1165,Car,3629008.94,5.92,25-05-22,25-05-29,Closed
1153,1345,Car,1665755.02,7.35,03-08-11,03-08-21,Default
1154,2522,Car,1175944.51,11.12,27-10-17,27-10-35,Closed
1155,3543,Personal,1856618.57,6.19,13-12-21,13-12-40,Default
1156,1285,Personal,1110660.03,7.37,13-09-24,13-09-36,Default
1157,2693,Home,2661321.43,9.69,31-03-20,31-03-29,Default
1158,881,Car,329345.82,8.28,13-03-23,13-03-36,Active
1159,13,Home,4973822.84,6.46,31-08-23,31-08-29,Default
1160,3247,Personal,715545.74,7.61,08-03-23,08-03-40,Closed
1161,3470,Personal,4475658.29,6.45,07-12-22,07-12-26,Default
1162,4768,Home,832624.49,9.99,02-11-22,02-11-24,Closed
1163,278,Personal,2182692.99,7.71,10-06-24,10-06-32,Closed
1164,3260,Personal,344074.04,5.91,30-06-20,30-06-33,Closed
1165,88,Personal,2115602.87,7.7,08-08-18,08-08-34,Default
1166,4293,Home,3495450.71,7.79,18-02-24,18-02-27,Default
1167,2536,Personal,4116208.45,6.84,26-02-24,26-02-41,Active
1168,580,Education,2827693.48,6.87,11-10-21,11-10-28,Closed
1169,3767,Education,2334830.77,7.89,01-01-24,01-01-32,Active
1170,4554,Car,2881540.54,8.37,07-08-15,07-08-23,Closed
1171,1912,Home,3896869.79,12.27,26-08-22,26-08-29,Closed
1172,4811,Personal,1889614.74,13.16,04-07-21,04-07-26,Active
1173,1340,Car,1558639.7,7.04,22-02-19,22-02-22,Closed
1174,2751,Home,1147100.65,12.98,26-12-22,26-12-41,Default
1175,615,Personal,363443.1,7.84,06-06-20,06-06-32,Closed
1176,3393,Home,2654620.16,13.24,09-11-16,09-11-29,Default
1177,3806,Personal,3883310.94,12.23,28-11-23,28-11-34,Closed
1178,4089,Education,3972606.21,5.96,27-02-22,27-02-25,Closed
1179,1863,Education,4087557.58,11.36,07-11-19,07-11-38,Active
1180,2220,Home,1965259.8,5.32,29-01-15,29-01-18,Default
1181,4029,Home,2946734.51,5.1,03-06-20,03-06-27,Default
1182,2613,Education,3300335.28,11.17,21-06-22,21-06-34,Default
1183,682,Education,1756601.21,8.21,24-11-12,24-11-20,Active
1184,3703,Car,3225435.18,6.1,18-02-13,18-02-16,Active
1185,4748,Education,3004752.82,9.73,11-03-18,11-03-22,Closed
1186,1596,Home,2434171.02,13.66,12-11-18,12-11-24,Closed
1187,3469,Home,2993950.03,8.9,13-09-16,13-09-36,Default
1188,3701,Home,1873586.13,11.37,05-01-22,05-01-35,Default
1189,4076,Education,4490538.77,11.59,21-02-19,21-02-23,Active
1190,3455,Personal,888435.77,6.92,28-06-22,28-06-41,Active
1191,1484,Home,4136236.37,9.88,15-01-15,15-01-34,Closed
1192,2557,Home,3638694.81,11.86,26-02-23,26-02-35,Closed
1193,1548,Home,3642350.81,7.62,29-12-09,29-12-26,Active
1194,1783,Education,2767612.36,11.2,15-07-24,15-07-30,Active
1195,3334,Home,4050795.35,13.8,05-10-24,05-10-37,Active
1196,2443,Personal,3056050.47,8.63,05-12-12,05-12-31,Active
1197,1995,Home,3721761.56,13.79,04-03-23,04-03-36,Active
1198,585,Home,3366180.44,5.69,25-01-18,25-01-20,Active
1199,3411,Car,1463863.16,10.83,15-09-07,15-09-19,Active
1200,4912,Car,1719498.03,10.73,03-10-13,03-10-33,Active
1201,1672,Education,740141.15,5.22,12-05-18,12-05-20,Active
1202,4077,Education,4401733.6,5.72,13-09-24,13-09-35,Active
1203,3476,Personal,743917.25,5.99,26-11-18,26-11-34,Closed
1204,1525,Home,2626792.34,11.68,20-04-19,20-04-33,Active
1205,2856,Home,3797706.07,5.27,22-12-17,22-12-26,Default
1206,1697,Personal,2967219.56,9.37,21-01-24,21-01-43,Default
1207,3268,Personal,3502368.81,6.68,28-07-21,28-07-34,Closed
1208,3073,Home,2421413.68,6.36,09-08-17,09-08-27,Default
1209,1505,Personal,1286901.18,13.16,15-12-24,15-12-31,Default
1210,2363,Car,4370660.84,8.98,16-02-24,16-02-31,Active
1211,4115,Education,4612573.33,10.97,26-03-23,26-03-29,Closed
1212,2337,Car,179770.66,5.26,29-11-17,29-11-20,Default
1213,2098,Home,3682487.44,11.16,16-07-17,16-07-18,Active
1214,4416,Personal,2841471.67,6.04,28-10-18,28-10-35,Active
1215,4790,Home,1141278.6,5.24,13-12-19,13-12-27,Default
1216,2768,Education,2455241.53,8.41,04-12-23,04-12-35,Active
1217,2449,Car,1631170.62,8.27,31-08-24,31-08-39,Active
1218,1377,Education,4101694.51,9,25-07-13,25-07-23,Default
1219,3289,Education,2652391.08,12.55,23-09-21,23-09-30,Active
1220,2428,Car,677006.19,12.37,21-01-21,21-01-36,Closed
1221,2312,Personal,4207947.93,5.28,27-05-24,27-05-41,Default
1222,1411,Home,4030615.29,8.52,01-03-13,01-03-28,Closed
1223,4778,Home,2536213.96,10.8,13-12-24,13-12-31,Default
1224,3804,Car,1537387.03,8.32,14-03-18,14-03-37,Closed
1225,2507,Education,1411259.71,11.66,01-08-19,01-08-30,Active
1226,3820,Personal,1340160.64,13.9,27-09-16,27-09-29,Default
1227,2392,Personal,425386.5,10.07,11-12-24,11-12-44,Active
1228,2097,Home,1757036.84,7.13,22-10-21,22-10-26,Default
1229,2421,Personal,3334825.8,9.86,02-11-23,02-11-31,Closed
1230,1723,Personal,3078947.16,11.5,12-06-24,12-06-29,Default
1231,2964,Education,3818880.96,12.18,07-02-23,07-02-35,Default
1232,328,Education,3113227.32,10.53,08-03-19,08-03-24,Closed
1233,4647,Education,1679339.82,13.26,07-12-23,07-12-27,Active
1234,3898,Home,4118539.19,7.79,07-10-21,07-10-35,Closed
1235,659,Education,900450.4,7.42,19-08-20,19-08-36,Closed
1236,183,Education,2564433.45,12.78,26-09-20,26-09-24,Active
1237,3604,Car,3271818.58,10.18,30-11-24,30-11-26,Default
1238,4603,Personal,4385642.02,6.63,19-02-24,19-02-28,Default
1239,3123,Education,3718405.04,13.69,09-03-14,09-03-31,Closed
1240,455,Home,4111201.52,8.51,08-03-17,08-03-36,Default
1241,3839,Personal,4778179.07,5.06,08-07-23,08-07-25,Active
1242,2697,Personal,939077.22,12.23,03-01-23,03-01-43,Default
1243,2586,Education,4434753.22,5.36,06-09-24,06-09-36,Active
1244,1324,Car,4098940.84,5.92,27-05-14,27-05-27,Default
1245,3175,Personal,615277.14,13.79,14-11-24,14-11-26,Closed
1246,4595,Car,132471.72,9.04,06-12-17,06-12-18,Closed
1247,2265,Car,2551713.6,10.84,08-11-23,08-11-42,Active
1248,2825,Home,3597853.52,6.99,20-01-10,20-01-15,Active
1249,2036,Car,1226193.26,5.04,23-03-23,23-03-36,Default
1250,4698,Personal,2587407.49,6.8,24-08-22,24-08-31,Default
1251,4549,Car,965913.52,7.34,08-04-18,08-04-30,Default
1252,4964,Personal,3138012.02,9.34,07-04-21,07-04-37,Closed
1253,1910,Education,546718.34,11.03,08-11-22,08-11-35,Default
