display_id,loan_id,customer_id,loan_type,loan_amount,interest_rate,start_date,end_date,loan_status,loan_duration_months,risk_category,outlier_flag
642,642,4701,Home,1172355.13,7.61,2021-04-13,2036-04-13,Closed,180,High,0
643,643,2178,Home,4961377.20,10.64,2024-01-20,2026-01-20,Active,24,High,0
644,644,3148,Home,2774491.04,6.05,2017-11-07,2024-11-07,Active,84,High,0
645,645,2035,Car,2053151.18,11.33,2011-02-17,2014-02-17,Active,36,High,0
646,646,2503,Home,4338811.66,13.37,2024-02-21,2042-02-21,Default,216,High,0
647,647,201,Education,4720748.10,10.01,2007-10-06,2009-10-06,Closed,24,High,0
648,648,2337,Car,4925725.18,12.80,2020-07-22,2038-07-22,Default,216,High,0
649,649,748,Personal,2490351.22,5.72,2014-02-22,2018-02-22,Active,48,High,0
650,650,3102,Education,3014295.28,10.66,2024-08-06,2041-08-06,Active,204,High,0
651,651,4921,Car,2792741.77,11.33,2012-01-10,2025-01-10,Active,156,High,0
652,652,2510,Education,3940055.94,9.26,2024-10-31,2027-10-31,Closed,36,High,0
653,653,2412,Personal,1265711.51,13.06,2021-01-01,2034-01-01,Closed,156,High,0
654,654,4839,Car,4706405.63,12.11,2024-12-25,2038-12-25,Active,168,High,0
655,655,2394,Education,2337429.89,13.40,2012-08-22,2020-08-22,Closed,96,High,0
656,656,4034,Personal,4797588.49,12.38,2019-05-18,2025-05-18,Active,72,High,0
657,657,1949,Home,1420951.48,10.98,2017-09-14,2036-09-14,Closed,228,High,0
658,658,4546,Home,2660959.77,7.73,2023-10-06,2042-10-06,Active,228,High,0
659,659,2852,Personal,4783017.35,7.46,2020-02-03,2031-02-03,Active,132,High,0
660,660,3086,Personal,3791199.52,10.75,2020-12-18,2027-12-18,Default,84,High,0
661,661,2432,Home,2277004.67,11.19,2016-01-17,2032-01-17,Active,192,High,0
662,662,3715,Education,2240756.18,11.29,2023-07-04,2036-07-04,Active,156,High,0
663,663,4331,Personal,2081752.56,8.24,2017-08-16,2028-08-16,Active,132,High,0
664,664,2557,Education,851172.24,13.70,2023-07-02,2037-07-02,Default,168,High,0
665,665,2340,Education,1521715.36,12.41,2023-05-07,2024-05-07,Active,12,High,0
666,666,23,Education,291601.72,9.79,2021-09-29,2033-09-29,Closed,144,Medium,0
667,667,2862,Personal,2525031.97,7.53,2024-08-29,2030-08-29,Closed,72,High,0
668,668,3662,Education,4604766.68,11.73,2022-10-31,2041-10-31,Closed,228,High,0
669,669,148,Education,3034620.59,7.96,2014-04-13,2031-04-13,Closed,204,High,0
670,670,4840,Home,969007.02,9.98,2015-02-11,2021-02-11,Default,72,High,0
671,671,4545,Car,1944431.06,9.39,2024-08-13,2027-08-13,Active,36,High,0
672,672,1463,Car,3132487.33,9.18,2021-12-24,2031-12-24,Closed,120,High,0
673,673,1553,Home,1007828.88,13.72,2016-03-23,2019-03-23,Closed,36,High,0
674,674,214,Education,1117170.44,10.30,2022-03-18,2029-03-18,Default,84,High,0
675,675,4650,Home,4373148.47,9.05,2015-02-24,2025-02-24,Closed,120,High,0
676,676,487,Car,3508726.86,8.43,2017-05-15,2026-05-15,Closed,108,High,0
677,677,1425,Education,4329511.38,10.20,2020-03-27,2038-03-27,Default,216,High,0
678,678,1436,Education,168519.25,9.82,2016-03-15,2019-03-15,Active,36,Medium,0
679,679,2916,Education,1561597.82,6.91,2015-11-06,2023-11-06,Closed,96,High,0
680,680,1821,Personal,3496040.76,12.76,2021-01-22,2029-01-22,Active,96,High,0
681,681,454,Car,3454175.94,12.71,2019-07-13,2035-07-13,Closed,192,High,0
682,682,3831,Education,1167963.33,9.01,2010-12-04,2017-12-04,Default,84,High,0
683,683,885,Car,3903553.31,10.18,2011-08-31,2023-08-31,Closed,144,High,0
684,684,2087,Personal,2883821.25,12.68,2016-11-14,2030-11-14,Default,168,High,0
685,685,4187,Home,2880247.74,7.58,2012-05-08,2024-05-08,Active,144,High,0
686,686,2751,Personal,2376918.31,6.84,2023-10-06,2028-10-06,Closed,60,High,0
687,687,839,Education,3421369.99,8.07,2023-06-02,2027-06-02,Closed,48,High,0
688,688,1796,Car,1064454.11,12.10,2014-02-23,2033-02-23,Default,228,High,0
689,689,2506,Education,3522829.54,13.49,2024-01-27,2043-01-27,Closed,228,High,0
690,690,3476,Education,3810400.80,5.89,2021-03-10,2029-03-10,Closed,96,High,0
691,691,996,Car,4864453.90,11.59,2018-02-12,2036-02-12,Default,216,High,0
692,692,3595,Car,1371002.85,10.83,2023-11-03,2026-11-03,Active,36,High,0
693,693,4648,Education,1683033.39,12.65,2012-09-30,2016-09-30,Default,48,High,0
694,694,4010,Education,4308741.27,13.85,2024-02-01,2043-02-01,Default,228,High,0
695,695,3573,Car,2994360.38,5.88,2011-10-05,2029-10-05,Default,216,High,0
696,696,4713,Personal,2703081.13,10.01,2015-03-10,2019-03-10,Closed,48,High,0
697,697,4508,Home,4638669.89,8.58,2022-04-08,2028-04-08,Closed,72,High,0
698,698,687,Home,1083180.98,11.90,2021-11-08,2041-11-08,Active,240,High,0
699,699,2976,Home,2025165.85,6.81,2016-09-27,2036-09-27,Closed,240,High,0
700,700,1986,Car,2727501.44,10.97,2024-10-14,2032-10-14,Closed,96,High,0
701,701,971,Car,4151245.03,5.69,2019-09-10,2037-09-10,Active,216,High,0
702,702,4877,Car,2314124.54,11.98,2019-04-09,2023-04-09,Default,48,High,0
703,703,1648,Education,1098521.51,13.41,2015-03-31,2030-03-31,Default,180,High,0
704,704,1925,Personal,409244.83,6.04,2016-01-06,2025-01-06,Active,108,Medium,0
705,705,4414,Personal,1816989.98,6.60,2016-07-01,2036-07-01,Active,240,High,0
706,706,4229,Car,2443869.98,6.19,2014-11-14,2017-11-14,Active,36,High,0
707,707,212,Personal,4519287.45,13.81,2022-06-09,2031-06-09,Active,108,High,0
708,708,4538,Education,4888077.32,10.72,2024-03-08,2035-03-08,Active,132,High,0
709,709,4512,Home,209019.79,8.52,2024-05-30,2032-05-30,Closed,96,Medium,0
710,710,732,Personal,1701589.69,13.17,2017-12-26,2035-12-26,Active,216,High,0
711,711,2851,Home,688418.49,11.24,2024-09-05,2029-09-05,Active,60,High,0
712,712,4476,Car,4702633.58,8.76,2015-06-02,2020-06-02,Closed,60,High,0
713,713,2355,Education,1506427.77,12.90,2024-02-06,2034-02-06,Closed,120,High,0
714,714,346,Personal,4557421.64,12.34,2022-10-20,2041-10-20,Default,228,High,0
715,715,1358,Car,1324373.89,6.91,2022-11-19,2026-11-19,Default,48,High,0
716,716,1816,Home,2053967.52,10.70,2022-12-15,2025-12-15,Default,36,High,0
717,717,2793,Education,526403.16,12.82,2024-05-21,2027-05-21,Active,36,High,0
718,718,3151,Car,2132039.39,10.90,2021-12-09,2023-12-09,Closed,24,High,0
719,719,1404,Education,1452842.13,6.04,2020-11-12,2038-11-12,Closed,216,High,0
720,720,3793,Education,2060822.55,13.87,2024-12-28,2032-12-28,Active,96,High,0
721,721,2518,Personal,3220498.33,7.63,2018-02-02,2028-02-02,Closed,120,High,0
722,722,1755,Home,523148.61,13.41,2019-03-12,2038-03-12,Closed,228,High,0
723,723,863,Home,3609530.75,7.46,2022-11-11,2031-11-11,Closed,108,High,0
724,724,4184,Education,3235849.86,12.43,2022-12-14,2030-12-14,Default,96,High,0
725,725,2339,Personal,4510134.35,13.68,2014-02-05,2017-02-05,Default,36,High,0
726,726,1652,Education,693360.77,6.45,2021-02-22,2023-02-22,Active,24,High,0
727,727,3283,Personal,1953724.06,13.48,2023-01-01,2043-01-01,Closed,240,High,0
728,728,3754,Education,3636353.31,9.37,2021-01-27,2030-01-27,Closed,108,High,0
729,729,3338,Personal,4251792.69,9.05,2021-09-03,2040-09-03,Default,228,High,0
730,730,4506,Car,233876.07,6.83,2024-08-01,2027-08-01,Closed,36,Medium,0
731,731,1656,Home,67671.09,10.50,2023-01-27,2024-01-27,Closed,12,Low,0
732,732,1224,Home,2804489.72,10.28,2019-12-23,2023-12-23,Active,48,High,0
733,733,4575,Car,3282723.53,7.95,2023-09-02,2030-09-02,Active,84,High,0
734,734,255,Car,3188325.86,10.35,2011-07-18,2027-07-18,Active,192,High,0
735,735,3845,Education,1619681.24,13.10,2017-03-30,2026-03-30,Default,108,High,0
736,736,3545,Education,3360201.46,8.30,2013-07-09,2028-07-09,Active,180,High,0
737,737,3814,Home,2403554.55,12.90,2024-03-19,2025-03-19,Active,12,High,0
738,738,1186,Car,3796177.48,9.14,2015-06-23,2026-06-23,Closed,132,High,0
739,739,3640,Car,2118394.81,9.51,2012-07-14,2022-07-14,Default,120,High,0
740,740,2185,Car,1005243.75,6.92,2020-02-09,2021-02-09,Default,12,High,0
741,741,114,Education,2786614.17,12.27,2020-09-04,2026-09-04,Active,72,High,0
742,742,4768,Car,431153.23,9.82,2008-02-12,2020-02-12,Default,144,Medium,0
743,743,3497,Home,2373090.12,12.52,2019-06-05,2023-06-05,Active,48,High,0
744,744,1627,Car,4495929.86,11.05,2024-01-01,2038-01-01,Default,168,High,0
745,745,231,Personal,4348260.86,12.43,2023-02-23,2042-02-23,Closed,228,High,0
746,746,1986,Personal,1578900.82,5.28,2021-11-17,2027-11-17,Default,72,High,0
747,747,425,Personal,4603258.76,5.07,2017-10-13,2031-10-13,Default,168,High,0
748,748,2196,Education,1307284.59,8.03,2024-01-03,2030-01-03,Default,72,High,0
749,749,3072,Car,3307773.19,7.84,2014-02-22,2034-02-22,Default,240,High,0
750,750,1999,Education,2701580.69,10.73,2019-01-09,2034-01-09,Closed,180,High,0
751,751,899,Car,3734655.01,5.04,2024-03-19,2034-03-19,Active,120,High,0
752,752,3781,Personal,91523.04,10.02,2022-12-08,2027-12-08,Default,60,Low,0
753,753,200,Education,453309.81,5.59,2022-12-20,2034-12-20,Active,144,Medium,0
754,754,2038,Car,3023742.90,5.27,2016-07-31,2035-07-31,Active,228,High,0
755,755,3388,Education,4220059.22,13.98,2023-08-30,2031-08-30,Closed,96,High,0
756,756,3160,Education,205030.77,10.58,2013-02-07,2027-02-07,Active,168,Medium,0
757,757,1702,Personal,1220071.51,12.06,2016-06-10,2032-06-10,Active,192,High,0
758,758,4311,Home,4287110.72,6.59,2018-02-28,2025-02-28,Default,84,High,0
759,759,1672,Home,2559922.48,9.40,2022-10-21,2033-10-21,Default,132,High,0
760,760,1931,Education,3869876.61,10.59,2020-08-13,2022-08-13,Closed,24,High,0
761,761,1958,Personal,1602672.13,8.45,2023-09-02,2024-09-02,Active,12,High,0
762,762,560,Home,2987505.90,6.95,2022-10-06,2024-10-06,Closed,24,High,0
763,763,3220,Car,2113400.17,8.76,2016-07-23,2034-07-23,Closed,216,High,0
764,764,4443,Home,4968265.64,13.58,2024-04-09,2033-04-09,Active,108,High,0
765,765,3083,Car,2122069.70,9.89,2024-09-15,2038-09-15,Active,168,High,0
766,766,3614,Home,4583173.31,13.24,2017-12-20,2025-12-20,Active,96,High,0
767,767,2507,Education,1424783.84,7.18,2019-12-27,2025-12-27,Default,72,High,0
768,768,3520,Education,1786379.64,13.64,2022-05-16,2030-05-16,Active,96,High,0
769,769,983,Personal,1410950.53,12.38,2022-08-12,2038-08-12,Default,192,High,0
770,770,4729,Home,2911233.62,10.49,2007-04-30,2013-04-30,Active,72,High,0
771,771,333,Education,711450.37,11.83,2017-12-29,2032-12-29,Active,180,High,0
772,772,2859,Home,1690811.58,11.81,2023-12-19,2028-12-19,Active,60,High,0
773,773,3620,Home,3582374.57,5.43,2019-03-02,2034-03-02,Closed,180,High,0
774,774,4873,Education,4507339.57,5.70,2013-05-08,2017-05-08,Active,48,High,0
775,775,2882,Car,3232842.09,5.31,2024-12-16,2031-12-16,Default,84,High,0
776,776,4786,Personal,4168878.91,13.96,2017-04-22,2022-04-22,Active,60,High,0
777,777,3344,Education,4554438.53,6.17,2021-04-05,2028-04-05,Active,84,High,0
778,778,2946,Personal,4978884.71,5.58,2017-06-05,2018-06-05,Closed,12,High,0
779,779,610,Home,788887.63,5.08,2023-11-13,2031-11-13,Default,96,High,0
780,780,4679,Education,1864861.74,13.32,2020-11-09,2038-11-09,Closed,216,High,0
781,781,1034,Home,3276380.65,9.15,2022-11-19,2025-11-19,Active,36,High,0
782,782,4872,Personal,3637979.40,13.87,2023-09-20,2043-09-20,Closed,240,High,0
783,783,948,Car,789758.74,8.62,2018-05-04,2026-05-04,Closed,96,High,0
784,784,4781,Education,2939283.58,7.77,2017-03-02,2029-03-02,Default,144,High,0
785,785,1836,Car,3227442.41,13.30,2021-03-13,2036-03-13,Active,180,High,0
786,786,399,Car,3929069.29,6.41,2023-06-17,2027-06-17,Closed,48,High,0
787,787,2243,Education,577530.28,10.78,2019-03-05,2034-03-05,Default,180,High,0
788,788,3947,Personal,1706667.06,6.05,2008-09-15,2024-09-15,Closed,192,High,0
789,789,3891,Car,2307575.49,6.94,2023-02-12,2025-02-12,Active,24,High,0
790,790,702,Personal,4538224.84,10.67,2023-10-05,2037-10-05,Active,168,High,0
791,791,322,Car,229700.86,13.60,2018-08-01,2032-08-01,Default,168,Medium,0
792,792,4212,Home,3105237.37,6.08,2019-11-16,2036-11-16,Default,204,High,0
793,793,2967,Personal,4026709.80,5.78,2016-12-18,2025-12-18,Closed,108,High,0
794,794,3173,Car,1806014.45,13.29,2013-01-11,2030-01-11,Active,204,High,0
795,795,3732,Car,4286329.44,9.30,2016-07-11,2026-07-11,Closed,120,High,0
796,796,3594,Car,1578306.84,6.80,2023-07-17,2025-07-17,Active,24,High,0
797,797,2841,Home,478173.38,6.04,2019-09-05,2021-09-05,Default,24,Medium,0
798,798,3871,Home,2292873.77,7.78,2024-02-19,2037-02-19,Default,156,High,0
799,799,2050,Education,3089626.49,6.55,2016-09-08,2028-09-08,Active,144,High,0
800,800,1693,Personal,3350088.76,7.35,2009-11-01,2015-11-01,Default,72,High,0
801,801,4704,Personal,2981613.36,5.52,2013-01-16,2025-01-16,Default,144,High,0
802,802,4759,Education,992109.00,8.07,2022-04-08,2039-04-08,Active,204,High,0
803,803,2074,Home,1091653.17,9.56,2013-08-11,2022-08-11,Active,108,High,0
804,804,1927,Home,1429041.02,5.77,2009-08-13,2029-08-13,Closed,240,High,0
805,805,2303,Home,2398149.50,6.39,2018-10-05,2029-10-05,Default,132,High,0
806,806,4711,Education,3436290.06,10.81,2023-03-01,2040-03-01,Closed,204,High,0
807,807,4559,Car,4380418.32,11.25,2022-06-28,2028-06-28,Default,72,High,0
808,808,186,Personal,3176626.50,10.31,2017-07-27,2029-07-27,Closed,144,High,0
809,809,1172,Home,2080900.85,11.90,2024-08-28,2036-08-28,Closed,144,High,0
810,810,561,Car,3684300.63,8.00,2020-04-02,2038-04-02,Default,216,High,0
811,811,86,Car,1327047.17,10.24,2016-07-29,2033-07-29,Active,204,High,0
812,812,1683,Car,2516138.86,10.35,2018-01-18,2027-01-18,Default,108,High,0
813,813,4908,Personal,294676.98,9.46,2021-08-01,2040-08-01,Closed,228,Medium,0
814,814,3283,Car,3740573.93,6.70,2018-02-09,2019-02-09,Active,12,High,0
815,815,2868,Personal,271787.86,5.26,2010-08-20,2024-08-20,Active,168,Medium,0
816,816,1697,Education,240974.49,11.80,2024-07-12,2027-07-12,Active,36,Medium,0
817,817,4241,Personal,751580.79,9.33,2022-07-31,2035-07-31,Default,156,High,0
818,818,658,Car,2490180.45,5.68,2018-07-26,2022-07-26,Active,48,High,0
819,819,662,Education,1437294.19,7.16,2023-09-16,2029-09-16,Active,72,High,0
820,820,2419,Education,3674586.34,11.01,2024-09-11,2041-09-11,Closed,204,High,0
821,821,4377,Education,433370.95,10.44,2018-01-28,2021-01-28,Active,36,Medium,0
822,822,633,Home,4257790.40,7.40,2019-02-24,2024-02-24,Closed,60,High,0
823,823,1742,Education,2687792.09,5.47,2021-07-17,2022-07-17,Active,12,High,0
824,824,1620,Home,1170926.80,9.71,2017-01-12,2026-01-12,Active,108,High,0
825,825,4274,Car,2092041.70,6.88,2024-02-02,2037-02-02,Active,156,High,0
826,826,2523,Personal,4764150.80,6.71,2023-08-08,2028-08-08,Closed,60,High,0
827,827,4474,Car,4336861.43,7.22,2019-01-21,2034-01-21,Active,180,High,0
828,828,995,Car,3854092.68,11.72,2021-04-26,2038-04-26,Default,204,High,0
829,829,1304,Home,162854.03,5.83,2017-11-10,2026-11-10,Default,108,Medium,0
830,830,445,Home,2516789.59,8.03,2012-03-04,2016-03-04,Active,48,High,0
831,831,2587,Home,835257.16,8.88,2011-12-18,2024-12-18,Closed,156,High,0
832,832,4923,Personal,4748864.23,6.05,2020-10-16,2034-10-16,Closed,168,High,0
833,833,1781,Car,3293826.93,7.75,2023-08-29,2036-08-29,Active,156,High,0
834,834,481,Car,3540898.50,10.28,2021-12-28,2027-12-28,Active,72,High,0
835,835,3042,Home,4201169.53,12.95,2019-11-14,2020-11-14,Active,12,High,0
836,836,4223,Home,457273.95,5.92,2018-10-15,2036-10-15,Active,216,Medium,0
837,837,3039,Home,1294302.39,11.46,2017-10-14,2028-10-14,Closed,132,High,0
838,838,3251,Education,150771.59,6.25,2024-01-04,2029-01-04,Closed,60,Medium,0
839,839,2684,Personal,1030782.55,13.00,2020-09-27,2034-09-27,Closed,168,High,0
840,840,200,Education,1982388.83,11.71,2023-12-25,2032-12-25,Active,108,High,0
841,841,1544,Car,2375670.93,12.11,2023-06-26,2040-06-26,Active,204,High,0
842,842,822,Home,3184865.22,6.40,2023-09-07,2034-09-07,Active,132,High,0
843,843,783,Home,1296561.70,13.48,2008-11-19,2011-11-19,Default,36,High,0
844,844,2126,Car,2049443.68,5.38,2021-01-08,2029-01-08,Default,96,High,0
845,845,2161,Education,4750633.74,7.82,2023-01-01,2040-01-01,Active,204,High,0
846,846,2948,Home,1034856.06,8.43,2009-10-24,2011-10-24,Closed,24,High,0
847,847,3398,Home,3465094.67,5.65,2020-05-18,2030-05-18,Active,120,High,0
848,848,1881,Education,2042913.22,12.98,2024-11-27,2030-11-27,Active,72,High,0
849,849,1475,Personal,1032968.83,10.66,2023-11-01,2040-11-01,Default,204,High,0
850,850,4465,Home,1843801.80,8.10,2010-11-06,2027-11-06,Closed,204,High,0
851,851,899,Car,2511744.07,8.13,2016-07-26,2020-07-26,Closed,48,High,0
852,852,1882,Personal,4066245.88,5.16,2023-05-20,2025-05-20,Closed,24,High,0
853,853,3610,Personal,2964678.27,11.91,2022-12-08,2038-12-08,Closed,192,High,0
854,854,2765,Car,2660033.43,12.95,2024-08-27,2033-08-27,Default,108,High,0
855,855,95,Personal,992198.91,13.96,2018-09-09,2032-09-09,Default,168,High,0
856,856,4034,Home,2385352.99,13.55,2021-07-17,2039-07-17,Closed,216,High,0
857,857,1779,Education,4685349.95,5.22,2023-01-08,2043-01-08,Closed,240,High,0
858,858,2052,Car,691303.78,6.15,2020-09-06,2036-09-06,Active,192,High,0
859,859,3206,Education,2684653.79,8.73,2011-03-06,2021-03-06,Closed,120,High,0
860,860,4668,Home,3579050.50,9.18,2021-05-04,2030-05-04,Default,108,High,0
861,861,181,Home,2667136.47,8.44,2024-05-17,2029-05-17,Closed,60,High,0
862,862,4576,Education,489387.36,11.18,2024-07-18,2040-07-18,Closed,192,Medium,0
863,863,1341,Personal,495508.22,10.36,2017-07-06,2032-07-06,Closed,180,Medium,0
864,864,4749,Personal,3604309.80,6.35,2022-10-30,2027-10-30,Active,60,High,0
865,865,1400,Car,2846632.65,13.03,2013-03-02,2027-03-02,Default,168,High,0
866,866,3455,Home,2668322.37,11.57,2022-05-09,2023-05-09,Closed,12,High,0
867,867,2683,Personal,4440519.73,5.83,2024-05-10,2040-05-10,Default,192,High,0
868,868,2035,Education,4797661.61,12.71,2013-06-20,2027-06-20,Default,168,High,0
869,869,3775,Personal,2654969.61,5.98,2018-03-02,2030-03-02,Active,144,High,0
870,870,132,Car,2683504.65,10.74,2024-12-27,2026-12-27,Default,24,High,0
871,871,4852,Personal,1317836.09,11.94,2024-03-11,2033-03-11,Closed,108,High,0
872,872,4869,Home,2613326.80,11.08,2021-04-16,2030-04-16,Default,108,High,0
873,873,4572,Personal,4823943.19,10.44,2009-06-09,2022-06-09,Active,156,High,0
874,874,3768,Personal,4432805.59,5.95,2024-10-05,2044-10-05,Default,240,High,0
875,875,278,Education,2182701.18,6.03,2024-06-28,2039-06-28,Closed,180,High,0
876,876,4785,Car,2668394.07,6.39,2019-12-24,2031-12-24,Closed,144,High,0
877,877,1157,Personal,3525182.22,7.01,2019-03-07,2038-03-07,Active,228,High,0
878,878,3054,Education,1588500.35,12.92,2021-03-15,2030-03-15,Default,108,High,0
879,879,3703,Education,4513085.05,12.99,2022-08-31,2025-08-31,Active,36,High,0
880,880,3241,Personal,4117318.76,6.00,2022-02-18,2028-02-18,Active,72,High,0
881,881,1456,Home,3902197.00,13.93,2016-02-23,2017-02-23,Closed,12,High,0
882,882,1404,Personal,1643731.92,10.68,2020-05-13,2033-05-13,Default,156,High,0
883,883,107,Car,4352233.82,13.90,2024-09-08,2041-09-08,Default,204,High,0
884,884,4049,Personal,3567632.96,12.67,2024-01-11,2028-01-11,Default,48,High,0
885,885,294,Home,2307487.12,13.29,2016-03-11,2022-03-11,Active,72,High,0
886,886,4124,Home,2412665.91,7.10,2024-10-02,2041-10-02,Default,204,High,0
887,887,4029,Car,1623742.59,12.75,2022-05-01,2034-05-01,Active,144,High,0
888,888,1163,Home,1544221.19,8.12,2017-11-04,2031-11-04,Default,168,High,0
889,889,2794,Car,4496178.26,10.47,2009-07-18,2016-07-18,Active,84,High,0
890,890,2059,Personal,1772711.13,5.28,2024-01-28,2040-01-28,Active,192,High,0
891,891,401,Car,3569578.60,12.79,2023-03-08,2025-03-08,Closed,24,High,0
892,892,842,Home,4531948.93,7.33,2023-10-21,2037-10-21,Default,168,High,0
893,893,4664,Car,2666975.23,13.97,2016-01-22,2021-01-22,Active,60,High,0
894,894,2894,Home,910955.59,12.24,2020-10-16,2028-10-16,Closed,96,High,0
895,895,1601,Home,1572709.43,10.33,2023-01-23,2035-01-23,Active,144,High,0
896,896,2771,Education,4541730.79,11.56,2020-04-25,2025-04-25,Closed,60,High,0
897,897,4395,Education,2382919.76,8.26,2015-07-08,2028-07-08,Active,156,High,0
898,898,1596,Home,3475005.47,12.03,2020-12-24,2033-12-24,Closed,156,High,0
899,899,4134,Car,4649878.16,11.29,2022-04-03,2035-04-03,Default,156,High,0
900,900,3945,Personal,2841843.24,11.31,2023-02-06,2025-02-06,Closed,24,High,0
901,901,4361,Education,1952180.24,13.26,2019-05-18,2033-05-18,Active,168,High,0
902,902,3635,Personal,4749814.18,7.05,2022-09-06,2035-09-06,Active,156,High,0
903,903,829,Education,190329.76,12.81,2015-03-16,2024-03-16,Closed,108,Medium,0
904,904,1662,Education,337781.78,8.27,2022-05-07,2025-05-07,Closed,36,Medium,0
905,905,292,Home,3019735.85,8.12,2022-11-24,2026-11-24,Closed,48,High,0
906,906,906,Car,3311553.02,5.47,2019-01-27,2034-01-27,Closed,180,High,0
907,907,442,Home,3880954.37,9.85,2022-06-14,2037-06-14,Active,180,High,0
908,908,3952,Car,4738018.76,12.77,2023-12-20,2042-12-20,Closed,228,High,0
909,909,1085,Car,4069544.90,9.11,2014-02-27,2025-02-27,Closed,132,High,0
910,910,2893,Personal,4655591.71,9.57,2023-06-25,2024-06-25,Active,12,High,0
911,911,220,Home,340085.76,9.95,2017-12-25,2019-12-25,Closed,24,Medium,0
912,912,3655,Personal,4553227.64,9.66,2011-02-27,2014-02-27,Closed,36,High,0
913,913,4652,Education,4108447.77,7.62,2013-03-31,2029-03-31,Active,192,High,0
914,914,1279,Personal,913158.42,5.77,2024-06-12,2037-06-12,Active,156,High,0
915,915,1384,Car,4790359.06,9.05,2023-10-12,2035-10-12,Closed,144,High,0
916,916,1311,Personal,3182125.18,9.24,2019-02-06,2027-02-06,Default,96,High,0
917,917,2552,Education,2976749.32,12.12,2009-01-20,2017-01-20,Default,96,High,0
918,918,2605,Education,4109995.28,10.84,2015-08-14,2035-08-14,Active,240,High,0
919,919,4542,Home,4220664.32,13.74,2022-03-18,2036-03-18,Active,168,High,0
920,920,4532,Education,3438086.86,9.93,2022-01-10,2027-01-10,Closed,60,High,0
921,921,4600,Home,3193061.64,7.68,2013-10-11,2023-10-11,Default,120,High,0
922,922,637,Car,4160285.14,11.48,2023-11-01,2024-11-01,Closed,12,High,0
923,923,4918,Education,4479958.37,9.39,2012-09-06,2029-09-06,Closed,204,High,0
924,924,3269,Education,2778666.66,13.10,2021-01-25,2036-01-25,Active,180,High,0
925,925,1350,Education,1333422.27,5.44,2023-02-05,2028-02-05,Active,60,High,0
926,926,1611,Home,4566597.95,5.98,2024-06-23,2041-06-23,Default,204,High,0
927,927,1818,Car,429519.20,11.69,2024-10-31,2026-10-31,Closed,24,Medium,0
928,928,2711,Personal,3693563.19,6.36,2021-04-27,2028-04-27,Closed,84,High,0
929,929,1869,Personal,658374.61,12.44,2012-10-19,2029-10-19,Default,204,High,0
930,930,1357,Home,89833.93,12.37,2012-12-01,2021-12-01,Closed,108,Low,0
931,931,2627,Car,1856917.03,11.66,2021-08-24,2032-08-24,Default,132,High,0
932,932,3995,Education,2170124.51,13.29,2021-03-07,2024-03-07,Active,36,High,0
933,933,3914,Car,2503054.98,5.20,2011-08-05,2017-08-05,Closed,72,High,0
934,934,2902,Education,3645124.77,11.47,2007-03-06,2009-03-06,Active,24,High,0
935,935,2342,Education,3615058.59,9.44,2024-01-05,2041-01-05,Closed,204,High,0
936,936,1724,Personal,259594.72,6.14,2014-06-06,2029-06-06,Closed,180,Medium,0
937,937,3687,Education,1382794.99,5.73,2020-11-24,2029-11-24,Closed,108,High,0
938,938,2334,Personal,2891404.62,13.68,2024-09-22,2033-09-22,Closed,108,High,0
939,939,500,Education,520348.94,11.49,2019-05-11,2026-05-11,Active,84,High,0
940,940,4410,Home,292944.71,6.79,2021-03-10,2031-03-10,Default,120,Medium,0
941,941,1210,Home,2145045.07,8.27,2015-07-20,2030-07-20,Closed,180,High,0
942,942,1454,Car,1126927.07,7.33,2024-10-23,2039-10-23,Default,180,High,0
943,943,3721,Home,3637510.81,10.79,2024-02-15,2041-02-15,Closed,204,High,0
944,944,3218,Education,3933332.53,12.05,2024-11-13,2031-11-13,Closed,84,High,0
945,945,134,Home,2293123.15,11.42,2022-12-22,2026-12-22,Closed,48,High,0
946,946,2614,Car,2932297.72,13.31,2023-06-20,2026-06-20,Default,36,High,0
947,947,4927,Car,1750926.45,9.30,2016-05-01,2019-05-01,Default,36,High,0
948,948,2671,Car,1358800.22,6.81,2012-09-18,2032-09-18,Closed,240,High,0
949,949,2260,Education,4364284.49,8.04,2020-04-23,2034-04-23,Closed,168,High,0
950,950,3391,Personal,177931.15,5.53,2012-12-18,2028-12-18,Default,192,Medium,0
951,951,719,Home,3694197.37,13.75,2017-07-01,2025-07-01,Default,96,High,0
952,952,2264,Personal,4113432.38,12.72,2023-05-17,2041-05-17,Closed,216,High,0
953,953,4276,Education,2984209.64,10.10,2021-05-28,2027-05-28,Closed,72,High,0
954,954,2355,Home,133188.82,8.12,2024-05-15,2041-05-15,Closed,204,Medium,0
955,955,1736,Home,520434.22,7.09,2019-07-31,2024-07-31,Active,60,High,0
956,956,1875,Home,2361644.07,12.74,2020-05-20,2029-05-20,Closed,108,High,0
957,957,4028,Education,193429.62,11.07,2017-09-04,2025-09-04,Closed,96,Medium,0
958,958,2882,Home,598709.25,10.74,2020-01-11,2038-01-11,Active,216,High,0
959,959,3060,Car,1784419.76,12.59,2020-10-12,2032-10-12,Closed,144,High,0
960,960,830,Education,606026.48,8.93,2021-05-03,2041-05-03,Active,240,High,0
961,961,4821,Car,3458209.51,8.12,2017-09-21,2033-09-21,Closed,192,High,0
